Comunidad,Grupo Penal,Año,Hechos esclarecidos
Castilla y León,Contra la propiedad industrial/intelectual,2013,2.0
Castilla y León,Contra la propiedad industrial/intelectual,2012,4.0
Castilla y León,Contra la propiedad industrial/intelectual,2011,21.0
Castilla y León,Delitos sexuales,2019,69.0
Castilla y León,Delitos sexuales,2018,46.0
Castilla y León,Delitos sexuales,2017,45.0
Castilla y León,Delitos sexuales,2016,40.0
Castilla y León,Delitos sexuales,2015,25.0
Castilla y León,Delitos sexuales,2014,30.0
Castilla y León,Delitos sexuales,2013,11.0
Castilla y León,Delitos sexuales,2012,23.0
Castilla y León,Delitos sexuales,2011,15.0
Castilla y León,Falsificación informática,2019,92.0
Castilla y León,Falsificación informática,2018,88.0
Castilla y León,Falsificación informática,2017,58.0
Castilla y León,Falsificación informática,2016,47.0
Castilla y León,Falsificación informática,2015,42.0
Castilla y León,Falsificación informática,2014,33.0
Castilla y León,Falsificación informática,2013,20.0
Castilla y León,Falsificación informática,2012,11.0
Castilla y León,Falsificación informática,2011,13.0
Castilla y León,Fraude informático,2019,1239.0
Castilla y León,Fraude informático,2018,1032.0
Castilla y León,Fraude informático,2017,914.0
Castilla y León,Fraude informático,2016,759.0
Castilla y León,Fraude informático,2015,655.0
Castilla y León,Fraude informático,2014,594.0
Castilla y León,Fraude informático,2013,484.0
Castilla y León,Fraude informático,2012,413.0
Castilla y León,Fraude informático,2011,287.0
Castilla y León,Interferencia en los datos y en el sistema,2019,3.0
Castilla y León,Interferencia en los datos y en el sistema,2018,2.0
Castilla y León,Interferencia en los datos y en el sistema,2017,6.0
Castilla y León,Interferencia en los datos y en el sistema,2016,9.0
Castilla y León,Interferencia en los datos y en el sistema,2015,4.0
Castilla y León,Interferencia en los datos y en el sistema,2014,0.0
Castilla y León,Interferencia en los datos y en el sistema,2013,1.0
Castilla y León,Interferencia en los datos y en el sistema,2012,2.0
Castilla y León,Interferencia en los datos y en el sistema,2011,6.0
Castilla - La Mancha,Acceso e interceptación ilícita,2019,47.0
Castilla - La Mancha,Acceso e interceptación ilícita,2018,31.0
Castilla - La Mancha,Acceso e interceptación ilícita,2017,34.0
Castilla - La Mancha,Acceso e interceptación ilícita,2016,33.0
Castilla - La Mancha,Acceso e interceptación ilícita,2015,36.0
Castilla - La Mancha,Acceso e interceptación ilícita,2014,36.0
Castilla - La Mancha,Acceso e interceptación ilícita,2013,48.0
Castilla - La Mancha,Acceso e interceptación ilícita,2012,28.0
Castilla - La Mancha,Acceso e interceptación ilícita,2011,24.0
Castilla - La Mancha,Amenazas y coacciones,2019,419.0
Castilla - La Mancha,Amenazas y coacciones,2018,441.0
Castilla - La Mancha,Amenazas y coacciones,2017,435.0
Castilla - La Mancha,Amenazas y coacciones,2016,419.0
Castilla - La Mancha,Amenazas y coacciones,2015,413.0
Castilla - La Mancha,Amenazas y coacciones,2014,434.0
Castilla - La Mancha,Amenazas y coacciones,2013,441.0
Castilla - La Mancha,Amenazas y coacciones,2012,402.0
Castilla - La Mancha,Amenazas y coacciones,2011,426.0
Castilla - La Mancha,Contra el honor,2019,60.0
Castilla - La Mancha,Contra el honor,2018,62.0
Castilla - La Mancha,Contra el honor,2017,85.0
Castilla - La Mancha,Contra el honor,2016,96.0
Castilla - La Mancha,Contra el honor,2015,114.0
Castilla - La Mancha,Contra el honor,2014,125.0
Castilla - La Mancha,Contra el honor,2013,107.0
Castilla - La Mancha,Contra el honor,2012,97.0
Castilla - La Mancha,Contra el honor,2011,78.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2019,3.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2018,10.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2017,8.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2016,5.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2015,4.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2014,3.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2013,4.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2012,4.0
Castilla - La Mancha,Contra la propiedad industrial/intelectual,2011,7.0
Castilla - La Mancha,Delitos sexuales,2019,53.0
Castilla - La Mancha,Delitos sexuales,2018,44.0
Castilla - La Mancha,Delitos sexuales,2017,44.0
Castilla - La Mancha,Delitos sexuales,2016,40.0
Castilla - La Mancha,Delitos sexuales,2015,34.0
Castilla - La Mancha,Delitos sexuales,2014,26.0
Castilla - La Mancha,Delitos sexuales,2013,17.0
Castilla - La Mancha,Delitos sexuales,2012,22.0
Castilla - La Mancha,Delitos sexuales,2011,17.0
Castilla - La Mancha,Falsificación informática,2019,106.0
Castilla - La Mancha,Falsificación informática,2018,114.0
Castilla - La Mancha,Falsificación informática,2017,88.0
Castilla - La Mancha,Falsificación informática,2016,59.0
Castilla - La Mancha,Falsificación informática,2015,55.0
Castilla - La Mancha,Falsificación informática,2014,50.0
Castilla - La Mancha,Falsificación informática,2013,41.0
Castilla - La Mancha,Falsificación informática,2012,36.0
Castilla - La Mancha,Falsificación informática,2011,46.0
Castilla - La Mancha,Fraude informático,2019,1045.0
Castilla - La Mancha,Fraude informático,2018,873.0
Castilla - La Mancha,Fraude informático,2017,695.0
Castilla - La Mancha,Fraude informático,2016,643.0
Castilla - La Mancha,Fraude informático,2015,654.0
Castilla - La Mancha,Fraude informático,2014,501.0
Castilla - La Mancha,Fraude informático,2013,524.0
Castilla - La Mancha,Fraude informático,2012,353.0
Castilla - La Mancha,Fraude informático,2011,320.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2019,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2018,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2017,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2016,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2015,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2014,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2013,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2012,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,2011,2.0
Cataluña,Acceso e interceptación ilícita,2019,93.0
Cataluña,Acceso e interceptación ilícita,2018,108.0
Cataluña,Acceso e interceptación ilícita,2017,121.0
Cataluña,Acceso e interceptación ilícita,2016,117.0
Cataluña,Acceso e interceptación ilícita,2015,92.0
Cataluña,Acceso e interceptación ilícita,2014,8.0
Cataluña,Acceso e interceptación ilícita,2013,6.0
Cataluña,Acceso e interceptación ilícita,2012,6.0
Cataluña,Acceso e interceptación ilícita,2011,4.0
Cataluña,Amenazas y coacciones,2019,155.0
Cataluña,Amenazas y coacciones,2018,162.0
Cataluña,Amenazas y coacciones,2017,137.0
Cataluña,Amenazas y coacciones,2016,113.0
Cataluña,Amenazas y coacciones,2015,132.0
Cataluña,Amenazas y coacciones,2014,23.0
Cataluña,Amenazas y coacciones,2013,25.0
Cataluña,Amenazas y coacciones,2012,21.0
Cataluña,Amenazas y coacciones,2011,10.0
Cataluña,Contra el honor,2019,9.0
Cataluña,Contra el honor,2018,13.0
Cataluña,Contra el honor,2017,13.0
Cataluña,Contra el honor,2016,16.0
Cataluña,Contra el honor,2015,49.0
Cataluña,Contra el honor,2014,4.0
Cataluña,Contra el honor,2013,9.0
Cataluña,Contra el honor,2012,11.0
Cataluña,Contra el honor,2011,5.0
Cataluña,Contra la propiedad industrial/intelectual,2019,8.0
Cataluña,Contra la propiedad industrial/intelectual,2018,38.0
Cataluña,Contra la propiedad industrial/intelectual,2017,19.0
Cataluña,Contra la propiedad industrial/intelectual,2016,13.0
Cataluña,Contra la propiedad industrial/intelectual,2015,27.0
Cataluña,Contra la propiedad industrial/intelectual,2014,55.0
Cataluña,Contra la propiedad industrial/intelectual,2013,36.0
Cataluña,Contra la propiedad industrial/intelectual,2012,16.0
Cataluña,Contra la propiedad industrial/intelectual,2011,22.0
Cataluña,Delitos sexuales,2019,118.0
Cataluña,Delitos sexuales,2018,127.0
Cataluña,Delitos sexuales,2017,72.0
Cataluña,Delitos sexuales,2016,86.0
Cataluña,Delitos sexuales,2015,112.0
Cataluña,Delitos sexuales,2014,58.0
Cataluña,Delitos sexuales,2013,37.0
Cataluña,Delitos sexuales,2012,61.0
Cataluña,Delitos sexuales,2011,65.0
Cataluña,Falsificación informática,2019,24.0
Cataluña,Falsificación informática,2018,31.0
Cataluña,Falsificación informática,2017,49.0
Cataluña,Falsificación informática,2016,34.0
Cataluña,Falsificación informática,2015,32.0
Cataluña,Falsificación informática,2014,24.0
Cataluña,Falsificación informática,2013,17.0
Cataluña,Falsificación informática,2012,15.0
Cataluña,Falsificación informática,2011,13.0
Cataluña,Fraude informático,2019,2298.0
Cataluña,Fraude informático,2018,2641.0
Cataluña,Fraude informático,2017,2270.0
Cataluña,Fraude informático,2016,1822.0
Cataluña,Fraude informático,2015,1617.0
Cataluña,Fraude informático,2014,346.0
Cataluña,Fraude informático,2013,366.0
Cataluña,Fraude informático,2012,310.0
Cataluña,Fraude informático,2011,246.0
Cataluña,Interferencia en los datos y en el sistema,2019,8.0
Cataluña,Interferencia en los datos y en el sistema,2018,8.0
Cataluña,Interferencia en los datos y en el sistema,2017,12.0
Cataluña,Interferencia en los datos y en el sistema,2016,5.0
Cataluña,Interferencia en los datos y en el sistema,2015,7.0
Cataluña,Interferencia en los datos y en el sistema,2014,0.0
Cataluña,Interferencia en los datos y en el sistema,2013,2.0
Cataluña,Interferencia en los datos y en el sistema,2012,4.0
Cataluña,Interferencia en los datos y en el sistema,2011,1.0
Comunidad Valenciana,Acceso e interceptación ilícita,2019,104.0
Comunidad Valenciana,Acceso e interceptación ilícita,2018,311.0
Comunidad Valenciana,Acceso e interceptación ilícita,2017,91.0
Comunidad Valenciana,Acceso e interceptación ilícita,2016,101.0
Comunidad Valenciana,Acceso e interceptación ilícita,2015,82.0
Comunidad Valenciana,Acceso e interceptación ilícita,2014,63.0
Comunidad Valenciana,Acceso e interceptación ilícita,2013,63.0
Comunidad Valenciana,Acceso e interceptación ilícita,2012,61.0
Comunidad Valenciana,Acceso e interceptación ilícita,2011,39.0
Comunidad Valenciana,Amenazas y coacciones,2019,1056.0
Comunidad Valenciana,Amenazas y coacciones,2018,1052.0
Comunidad Valenciana,Amenazas y coacciones,2017,1015.0
Comunidad Valenciana,Amenazas y coacciones,2016,911.0
Comunidad Valenciana,Amenazas y coacciones,2015,851.0
Comunidad Valenciana,Amenazas y coacciones,2014,892.0
Comunidad Valenciana,Amenazas y coacciones,2013,805.0
Comunidad Valenciana,Amenazas y coacciones,2012,785.0
Comunidad Valenciana,Amenazas y coacciones,2011,722.0
Comunidad Valenciana,Contra el honor,2019,133.0
Comunidad Valenciana,Contra el honor,2018,128.0
Comunidad Valenciana,Contra el honor,2017,145.0
Comunidad Valenciana,Contra el honor,2016,145.0
Comunidad Valenciana,Contra el honor,2015,198.0
Comunidad Valenciana,Contra el honor,2014,201.0
Comunidad Valenciana,Contra el honor,2013,190.0
Comunidad Valenciana,Contra el honor,2012,177.0
Comunidad Valenciana,Contra el honor,2011,136.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2019,16.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2018,36.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2017,20.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2016,11.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2015,16.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2014,13.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2013,14.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2012,20.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,2011,16.0
Comunidad Valenciana,Delitos sexuales,2019,167.0
Comunidad Valenciana,Delitos sexuales,2018,125.0
Comunidad Valenciana,Delitos sexuales,2017,117.0
Comunidad Valenciana,Delitos sexuales,2016,136.0
Comunidad Valenciana,Delitos sexuales,2015,186.0
Comunidad Valenciana,Delitos sexuales,2014,105.0
Comunidad Valenciana,Delitos sexuales,2013,90.0
Comunidad Valenciana,Delitos sexuales,2012,70.0
Comunidad Valenciana,Delitos sexuales,2011,69.0
Comunidad Valenciana,Falsificación informática,2019,200.0
Comunidad Valenciana,Falsificación informática,2018,183.0
Comunidad Valenciana,Falsificación informática,2017,177.0
Comunidad Valenciana,Falsificación informática,2016,164.0
Comunidad Valenciana,Falsificación informática,2015,108.0
Comunidad Valenciana,Falsificación informática,2014,70.0
Comunidad Valenciana,Falsificación informática,2013,55.0
Comunidad Valenciana,Falsificación informática,2012,67.0
Comunidad Valenciana,Falsificación informática,2011,51.0
Comunidad Valenciana,Fraude informático,2019,2430.0
Comunidad Valenciana,Fraude informático,2018,2086.0
Comunidad Valenciana,Fraude informático,2017,1547.0
Comunidad Valenciana,Fraude informático,2016,1412.0
Comunidad Valenciana,Fraude informático,2015,1264.0
Comunidad Valenciana,Fraude informático,2014,1101.0
Comunidad Valenciana,Fraude informático,2013,864.0
Comunidad Valenciana,Fraude informático,2012,712.0
Comunidad Valenciana,Fraude informático,2011,524.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2019,8.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2018,14.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2017,13.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2016,15.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2015,11.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2014,7.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2013,6.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2012,7.0
Comunidad Valenciana,Interferencia en los datos y en el sistema,2011,4.0
Extremadura,Acceso e interceptación ilícita,2019,21.0
Extremadura,Acceso e interceptación ilícita,2018,22.0
Extremadura,Acceso e interceptación ilícita,2017,26.0
Extremadura,Acceso e interceptación ilícita,2016,20.0
Extremadura,Acceso e interceptación ilícita,2015,30.0
Extremadura,Acceso e interceptación ilícita,2014,15.0
Extremadura,Acceso e interceptación ilícita,2013,29.0
Extremadura,Acceso e interceptación ilícita,2012,24.0
Extremadura,Acceso e interceptación ilícita,2011,24.0
Extremadura,Amenazas y coacciones,2019,207.0
Extremadura,Amenazas y coacciones,2018,211.0
Extremadura,Amenazas y coacciones,2017,209.0
Extremadura,Amenazas y coacciones,2016,162.0
Extremadura,Amenazas y coacciones,2015,158.0
Extremadura,Amenazas y coacciones,2014,153.0
Extremadura,Amenazas y coacciones,2013,144.0
Extremadura,Amenazas y coacciones,2012,119.0
Extremadura,Amenazas y coacciones,2011,118.0
Extremadura,Contra el honor,2019,32.0
Extremadura,Contra el honor,2018,31.0
Extremadura,Contra el honor,2017,38.0
Extremadura,Contra el honor,2016,22.0
Extremadura,Contra el honor,2015,41.0
Extremadura,Contra el honor,2014,56.0
Extremadura,Contra el honor,2013,35.0
Extremadura,Contra el honor,2012,29.0
Extremadura,Contra el honor,2011,49.0
Extremadura,Contra la propiedad industrial/intelectual,2019,10.0
Extremadura,Contra la propiedad industrial/intelectual,2018,14.0
Extremadura,Contra la propiedad industrial/intelectual,2017,1.0
Extremadura,Contra la propiedad industrial/intelectual,2016,1.0
Extremadura,Contra la propiedad industrial/intelectual,2015,2.0
Extremadura,Contra la propiedad industrial/intelectual,2014,2.0
Extremadura,Contra la propiedad industrial/intelectual,2013,3.0
Extremadura,Contra la propiedad industrial/intelectual,2012,6.0
Extremadura,Contra la propiedad industrial/intelectual,2011,4.0
Extremadura,Delitos sexuales,2019,17.0
Extremadura,Delitos sexuales,2018,19.0
Extremadura,Delitos sexuales,2017,24.0
Extremadura,Delitos sexuales,2016,21.0
Extremadura,Delitos sexuales,2015,24.0
Extremadura,Delitos sexuales,2014,24.0
Extremadura,Delitos sexuales,2013,11.0
Extremadura,Delitos sexuales,2012,9.0
Extremadura,Delitos sexuales,2011,11.0
Extremadura,Falsificación informática,2019,41.0
Extremadura,Falsificación informática,2018,32.0
Extremadura,Falsificación informática,2017,30.0
Extremadura,Falsificación informática,2016,22.0
Extremadura,Falsificación informática,2015,18.0
Extremadura,Falsificación informática,2014,10.0
Extremadura,Falsificación informática,2013,31.0
Extremadura,Falsificación informática,2012,29.0
Extremadura,Falsificación informática,2011,17.0
Extremadura,Fraude informático,2019,345.0
Extremadura,Fraude informático,2018,281.0
Extremadura,Fraude informático,2017,287.0
Extremadura,Fraude informático,2016,268.0
Extremadura,Fraude informático,2015,239.0
Extremadura,Fraude informático,2014,187.0
Extremadura,Fraude informático,2013,175.0
Extremadura,Fraude informático,2012,193.0
Extremadura,Fraude informático,2011,131.0
Extremadura,Interferencia en los datos y en el sistema,2019,1.0
Extremadura,Interferencia en los datos y en el sistema,2018,3.0
Extremadura,Interferencia en los datos y en el sistema,2017,0.0
Extremadura,Interferencia en los datos y en el sistema,2016,0.0
Extremadura,Interferencia en los datos y en el sistema,2015,1.0
Extremadura,Interferencia en los datos y en el sistema,2014,0.0
Extremadura,Interferencia en los datos y en el sistema,2013,0.0
Extremadura,Interferencia en los datos y en el sistema,2012,2.0
Extremadura,Interferencia en los datos y en el sistema,2011,2.0
Galicia,Acceso e interceptación ilícita,2019,72.0
Galicia,Acceso e interceptación ilícita,2018,35.0
Galicia,Acceso e interceptación ilícita,2017,63.0
Galicia,Acceso e interceptación ilícita,2016,50.0
Galicia,Acceso e interceptación ilícita,2015,47.0
Galicia,Acceso e interceptación ilícita,2014,57.0
Galicia,Acceso e interceptación ilícita,2013,41.0
Galicia,Acceso e interceptación ilícita,2012,36.0
Galicia,Acceso e interceptación ilícita,2011,19.0
Galicia,Amenazas y coacciones,2019,528.0
Galicia,Amenazas y coacciones,2018,576.0
Galicia,Amenazas y coacciones,2017,598.0
Galicia,Amenazas y coacciones,2016,561.0
Galicia,Amenazas y coacciones,2015,563.0
Galicia,Amenazas y coacciones,2014,562.0
Galicia,Amenazas y coacciones,2013,534.0
Galicia,Amenazas y coacciones,2012,576.0
Galicia,Amenazas y coacciones,2011,510.0
Galicia,Contra el honor,2019,74.0
Galicia,Contra el honor,2018,87.0
Galicia,Contra el honor,2017,84.0
Galicia,Contra el honor,2016,80.0
Galicia,Contra el honor,2015,118.0
Galicia,Contra el honor,2014,135.0
Galicia,Contra el honor,2013,98.0
Galicia,Contra el honor,2012,93.0
Galicia,Contra el honor,2011,86.0
Galicia,Contra la propiedad industrial/intelectual,2019,41.0
Galicia,Contra la propiedad industrial/intelectual,2018,5.0
Galicia,Contra la propiedad industrial/intelectual,2017,3.0
Galicia,Contra la propiedad industrial/intelectual,2016,4.0
Galicia,Contra la propiedad industrial/intelectual,2015,10.0
Galicia,Contra la propiedad industrial/intelectual,2014,7.0
Galicia,Contra la propiedad industrial/intelectual,2013,4.0
Galicia,Contra la propiedad industrial/intelectual,2012,6.0
Galicia,Contra la propiedad industrial/intelectual,2011,5.0
Galicia,Delitos sexuales,2019,61.0
Galicia,Delitos sexuales,2018,46.0
Galicia,Delitos sexuales,2017,45.0
Galicia,Delitos sexuales,2016,53.0
Galicia,Delitos sexuales,2015,44.0
Galicia,Delitos sexuales,2014,36.0
Galicia,Delitos sexuales,2013,33.0
Galicia,Delitos sexuales,2012,27.0
Galicia,Delitos sexuales,2011,20.0
Galicia,Falsificación informática,2019,67.0
Galicia,Falsificación informática,2018,72.0
Galicia,Falsificación informática,2017,66.0
Galicia,Falsificación informática,2016,45.0
Galicia,Falsificación informática,2015,29.0
Galicia,Falsificación informática,2014,34.0
Galicia,Falsificación informática,2013,26.0
Galicia,Falsificación informática,2012,20.0
Galicia,Falsificación informática,2011,18.0
Galicia,Fraude informático,2019,1053.0
Galicia,Fraude informático,2018,877.0
Galicia,Fraude informático,2017,763.0
Galicia,Fraude informático,2016,646.0
Galicia,Fraude informático,2015,622.0
Galicia,Fraude informático,2014,481.0
Galicia,Fraude informático,2013,497.0
Galicia,Fraude informático,2012,433.0
Galicia,Fraude informático,2011,350.0
Galicia,Interferencia en los datos y en el sistema,2019,5.0
Galicia,Interferencia en los datos y en el sistema,2018,4.0
Galicia,Interferencia en los datos y en el sistema,2017,5.0
Galicia,Interferencia en los datos y en el sistema,2016,5.0
Galicia,Interferencia en los datos y en el sistema,2015,2.0
Galicia,Interferencia en los datos y en el sistema,2014,5.0
Galicia,Interferencia en los datos y en el sistema,2013,3.0
Galicia,Interferencia en los datos y en el sistema,2012,2.0
Galicia,Interferencia en los datos y en el sistema,2011,4.0
Comunidad de Madrid,Acceso e interceptación ilícita,2019,168.0
Comunidad de Madrid,Acceso e interceptación ilícita,2018,118.0
Comunidad de Madrid,Acceso e interceptación ilícita,2017,104.0
Comunidad de Madrid,Acceso e interceptación ilícita,2016,112.0
Comunidad de Madrid,Acceso e interceptación ilícita,2015,85.0
Comunidad de Madrid,Acceso e interceptación ilícita,2014,81.0
Comunidad de Madrid,Acceso e interceptación ilícita,2013,69.0
Comunidad de Madrid,Acceso e interceptación ilícita,2012,117.0
Comunidad de Madrid,Acceso e interceptación ilícita,2011,52.0
Comunidad de Madrid,Amenazas y coacciones,2019,1073.0
Comunidad de Madrid,Amenazas y coacciones,2018,1032.0
Comunidad de Madrid,Amenazas y coacciones,2017,953.0
Comunidad de Madrid,Amenazas y coacciones,2016,927.0
Comunidad de Madrid,Amenazas y coacciones,2015,809.0
Comunidad de Madrid,Amenazas y coacciones,2014,720.0
Comunidad de Madrid,Amenazas y coacciones,2013,711.0
Comunidad de Madrid,Amenazas y coacciones,2012,785.0
Comunidad de Madrid,Amenazas y coacciones,2011,802.0
Comunidad de Madrid,Contra el honor,2019,62.0
Comunidad de Madrid,Contra el honor,2018,74.0
Comunidad de Madrid,Contra el honor,2017,75.0
Comunidad de Madrid,Contra el honor,2016,67.0
Comunidad de Madrid,Contra el honor,2015,74.0
Comunidad de Madrid,Contra el honor,2014,55.0
Comunidad de Madrid,Contra el honor,2013,57.0
Comunidad de Madrid,Contra el honor,2012,42.0
Comunidad de Madrid,Contra el honor,2011,50.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2019,24.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2018,7.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2017,9.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2016,9.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2015,12.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2014,11.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2013,20.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2012,11.0
Comunidad de Madrid,Contra la propiedad industrial/intelectual,2011,50.0
Comunidad de Madrid,Delitos sexuales,2019,180.0
Comunidad de Madrid,Delitos sexuales,2018,160.0
Comunidad de Madrid,Delitos sexuales,2017,125.0
Comunidad de Madrid,Delitos sexuales,2016,92.0
Comunidad de Madrid,Delitos sexuales,2015,99.0
Comunidad de Madrid,Delitos sexuales,2014,65.0
Comunidad de Madrid,Delitos sexuales,2013,78.0
Comunidad de Madrid,Delitos sexuales,2012,63.0
Comunidad de Madrid,Delitos sexuales,2011,45.0
Comunidad de Madrid,Falsificación informática,2019,108.0
Comunidad de Madrid,Falsificación informática,2018,92.0
Comunidad de Madrid,Falsificación informática,2017,83.0
Comunidad de Madrid,Falsificación informática,2016,61.0
Comunidad de Madrid,Falsificación informática,2015,129.0
Comunidad de Madrid,Falsificación informática,2014,50.0
Comunidad de Madrid,Falsificación informática,2013,41.0
Comunidad de Madrid,Falsificación informática,2012,68.0
Comunidad de Madrid,Falsificación informática,2011,42.0
Comunidad de Madrid,Fraude informático,2019,2432.0
Comunidad de Madrid,Fraude informático,2018,1714.0
Comunidad de Madrid,Fraude informático,2017,1201.0
Comunidad de Madrid,Fraude informático,2016,1201.0
Comunidad de Madrid,Fraude informático,2015,1052.0
Comunidad de Madrid,Fraude informático,2014,1033.0
Comunidad de Madrid,Fraude informático,2013,785.0
Comunidad de Madrid,Fraude informático,2012,684.0
Comunidad de Madrid,Fraude informático,2011,545.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2019,10.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2018,13.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2017,13.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2016,13.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2015,10.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2014,5.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2013,7.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2012,6.0
Comunidad de Madrid,Interferencia en los datos y en el sistema,2011,3.0
Murcia,Acceso e interceptación ilícita,2019,32.0
Murcia,Acceso e interceptación ilícita,2018,31.0
Murcia,Acceso e interceptación ilícita,2017,17.0
Murcia,Acceso e interceptación ilícita,2016,17.0
Murcia,Acceso e interceptación ilícita,2015,22.0
Murcia,Acceso e interceptación ilícita,2014,16.0
Murcia,Acceso e interceptación ilícita,2013,16.0
Murcia,Acceso e interceptación ilícita,2012,23.0
Murcia,Acceso e interceptación ilícita,2011,13.0
Murcia,Amenazas y coacciones,2019,249.0
Murcia,Amenazas y coacciones,2018,212.0
Murcia,Amenazas y coacciones,2017,252.0
Murcia,Amenazas y coacciones,2016,206.0
Murcia,Amenazas y coacciones,2015,197.0
Murcia,Amenazas y coacciones,2014,181.0
Murcia,Amenazas y coacciones,2013,172.0
Murcia,Amenazas y coacciones,2012,201.0
Murcia,Amenazas y coacciones,2011,227.0
Murcia,Contra el honor,2019,37.0
Murcia,Contra el honor,2018,19.0
Murcia,Contra el honor,2017,25.0
Murcia,Contra el honor,2016,27.0
Murcia,Contra el honor,2015,51.0
